日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
0617,L261487,C 類,不合格,OP-128,,品保,大宏,57,20.72
6月22日,L262648,B 類,待處理,OP-124,,品保,順發,146,57.34
7月3日,L266020,其他,合格,OP-127,,製造,捷欣,91,5.12
0614,L260236,A 類,已結案,OP-103,,製造,捷欣,105,75.34
2026/6/3,L262521,其他,不合格,OP-109,,品保,力鋼,238,80.32
6月8日,L269257,B 類,合格,OP-137,已回報,製造,順發,144,38.6
6月15日,L265210,C 類,不合格,OP-125,待確認,品保,永利,43,55.17
7月13日,L262785,B 類,,OP-118,已回報,品保,順發,95,1.62
7月4日,L264629,C 類,,OP-141,,製造,永利,34,89.72
0710,L261296,C 類,不合格,OP-117,,製造,大宏,171,13.56
6月20日,L262791,C 類,已結案,OP-138,已回報,品保,力鋼,4,71.34
7月23日,L264548,其他,不合格,OP-115,待確認,品保,大宏,202,44.38
7月1日,L261973,C 類,,OP-113,待確認,營運,順發,121,64.86
2026/6/27,L260475,B 類,合格,OP-136,已回報,營運,順發,33,68.27
0707,L264091,A 類,已結案,OP-132,待確認,資材,永利,55,43.5
6月16日,L265925,C 類,合格,OP-113,待確認,品保,順發,129,22.25
2026/7/9,L263251,A 類,待處理,OP-117,,營運,捷欣,199,67.12
2026/6/28,L268682,C 類,不合格,OP-128,,資材,永利,154,92.05
0715,L263216,其他,待處理,OP-102,,研發,捷欣,87,90.45
7月3日,L261286,B 類,不合格,OP-108,待確認,品保,力鋼,118,13.47
6月6日,L261632,A 類,不合格,OP-108,,研發,永利,183,13.1
6月2日,L263521,其他,不合格,OP-125,,研發,順發,146,73.49
0715,L260153,B 類,合格,OP-148,已回報,營運,永利,235,29.04
2026/6/23,L265997,其他,,OP-102,,品保,永利,180,7.47
0603,L269370,A 類,待處理,OP-104,,研發,捷欣,204,11.81
0603,L260349,C 類,待處理,OP-116,已回報,營運,順發,86,22.32
2026/6/21,L267572,B 類,,OP-135,,資材,順發,184,52.2
2026/6/30,L265378,其他,待處理,OP-126,,品保,順發,196,59.83
2026/6/10,L265162,A 類,,OP-117,待確認,資材,永利,163,14.36
0615,L265261,A 類,待處理,OP-143,待確認,研發,捷欣,225,54.4
6月21日,L261636,A 類,,OP-135,已回報,研發,永利,56,49.77
6月11日,L269159,C 類,已結案,OP-111,待確認,製造,東昇,223,59.26
0730,L262298,其他,待處理,OP-144,待確認,營運,力鋼,238,66.91
2026/7/5,L266064,其他,,OP-131,已回報,製造,大宏,135,38.44
2026/6/17,L264529,其他,,OP-103,,研發,力鋼,113,65.66
0720,L266217,A 類,不合格,OP-138,,研發,順發,45,15.38
6月28日,L263935,其他,,OP-106,待確認,製造,大宏,233,94.86
6月22日,L262374,其他,已結案,OP-103,,製造,永利,151,55.23
2026/6/11,L264694,B 類,,OP-136,,研發,東昇,163,38.25
0721,L268272,C 類,,OP-112,,資材,捷欣,186,14.89
0723,L264923,A 類,合格,OP-117,,品保,捷欣,16,8.01
7月5日,L263352,B 類,,OP-104,,製造,順發,198,56.31
2026/6/19,L261031,其他,,OP-128,,資材,永利,208,52.58
0720,L264791,C 類,待處理,OP-106,,資材,大宏,71,44.07
0605,L260350,C 類,,OP-105,,製造,力鋼,189,65.18
2026/7/9,L262739,A 類,不合格,OP-117,,營運,大宏,182,20.24
7月10日,L269610,A 類,待處理,OP-125,,品保,永利,119,84.79
2026/7/2,L266221,其他,不合格,OP-105,待確認,品保,大宏,106,93.1
0611,L268498,B 類,,OP-133,,製造,捷欣,32,48.53
0612,L261345,A 類,,OP-105,待確認,研發,永利,148,30.99
7月18日,L265674,B 類,,OP-144,待確認,資材,大宏,50,90.06
7月7日,L269967,A 類,,OP-128,,資材,捷欣,120,46.16
7月19日,L262120,C 類,不合格,OP-117,,品保,大宏,225,55.97
6月9日,L268588,B 類,,OP-103,已回報,資材,力鋼,204,71.31
0615,L262251,B 類,合格,OP-143,已回報,資材,順發,121,41.63
0703,L261934,A 類,已結案,OP-135,已回報,製造,大宏,35,94.39
2026/6/22,L269344,C 類,合格,OP-136,待確認,資材,東昇,99,41.9
0730,L260733,C 類,,OP-135,,品保,力鋼,88,93.58
2026/6/30,L260382,C 類,,OP-136,,製造,大宏,61,32.07
0719,L265022,C 類,不合格,OP-113,,營運,大宏,174,54.81
6月8日,L268214,C 類,,OP-103,已回報,研發,永利,220,2.11
7月1日,L268321,A 類,合格,OP-114,,品保,順發,186,56.71
7月1日,L267642,A 類,合格,OP-148,,製造,力鋼,142,46.65
7月16日,L261850,B 類,待處理,OP-122,,營運,力鋼,79,68.93
6月19日,L268441,A 類,合格,OP-127,待確認,資材,力鋼,217,71.06
0612,L269748,C 類,已結案,OP-147,,品保,東昇,156,79.48
2026/7/1,L267599,其他,已結案,OP-145,,資材,捷欣,102,37.89
0623,L266016,A 類,合格,OP-140,待確認,品保,順發,188,25.27
0711,L265732,A 類,已結案,OP-147,,研發,東昇,84,81.74
0605,L261811,B 類,待處理,OP-113,待確認,資材,東昇,223,41.65
2026/7/21,L260095,C 類,合格,OP-117,已回報,製造,大宏,43,40.48
0729,L266750,其他,已結案,OP-110,,資材,大宏,230,35.35
2026/7/2,L267228,C 類,待處理,OP-105,,研發,大宏,118,41.93
2026/6/16,L268370,C 類,合格,OP-124,已回報,製造,永利,199,41.16
6月4日,L264834,其他,不合格,OP-144,,研發,永利,211,63.47
0725,L265957,A 類,待處理,OP-126,,營運,捷欣,151,35.09
2026/6/3,L262675,其他,待處理,OP-143,待確認,品保,永利,121,41.83
2026/7/17,L262397,B 類,不合格,OP-105,,品保,永利,107,81.43
2026/6/3,L266616,A 類,合格,OP-116,待確認,品保,力鋼,16,11.68
7月22日,L264239,C 類,不合格,OP-116,已回報,製造,力鋼,188,5.8
6月5日,L261639,其他,不合格,OP-131,已回報,研發,永利,138,89.06
2026/6/8,L264233,C 類,已結案,OP-144,,製造,東昇,214,92.39
2026/7/3,L265644,其他,,OP-109,,品保,東昇,208,68.5
7月29日,L261739,A 類,已結案,OP-140,,品保,東昇,4,95.52
7月7日,L263715,A 類,待處理,OP-123,已回報,製造,順發,202,26.95
2026/6/30,L268674,B 類,待處理,OP-111,待確認,品保,力鋼,201,74.34
2026/7/21,L261630,其他,合格,OP-114,,研發,捷欣,1,33.08
7月13日,L268155,A 類,不合格,OP-114,,研發,力鋼,17,32.58
2026/7/4,L261392,C 類,已結案,OP-120,,研發,永利,85,49.28
6月5日,L262566,A 類,已結案,OP-141,,品保,東昇,85,97.54
6月29日,L269345,B 類,待處理,OP-119,待確認,營運,捷欣,25,91.47
2026/6/18,L262270,B 類,合格,OP-120,已回報,品保,力鋼,123,34.75
7月19日,L268411,其他,待處理,OP-146,,品保,大宏,8,42.87
2026/7/22,L261393,B 類,不合格,OP-105,,研發,東昇,64,96.43
0714,L265744,C 類,,OP-119,,營運,大宏,124,13.35
7月17日,L261560,A 類,,OP-112,已回報,品保,大宏,63,77.07
2026/6/21,L262663,B 類,,OP-106,待確認,營運,大宏,166,35.82
6月17日,L262250,C 類,合格,OP-141,,品保,永利,136,23.46
6月1日,L263339,其他,合格,OP-115,,製造,力鋼,172,28.06
6月10日,L269685,C 類,已結案,OP-106,待確認,製造,順發,26,96.99
2026/7/13,L264360,B 類,合格,OP-112,已回報,研發,順發,208,16.23
0718,L266395,A 類,已結案,OP-108,,營運,捷欣,15,2.7
2026/7/14,L262920,其他,待處理,OP-112,,製造,順發,119,52.88
0624,L261475,A 類,待處理,OP-111,,營運,東昇,110,29.41
0728,L262024,A 類,,OP-134,,營運,大宏,218,30.95
2026/6/28,L266022,C 類,已結案,OP-135,已回報,品保,永利,175,97.13
0726,L260145,C 類,,OP-140,已回報,研發,順發,174,60.67
7月29日,L269064,其他,合格,OP-126,,營運,捷欣,132,23.97
6月16日,L265733,B 類,,OP-119,待確認,資材,大宏,62,45.26
2026/6/11,L260083,C 類,不合格,OP-127,,資材,東昇,43,89.99
2026/6/9,L263278,其他,已結案,OP-108,,品保,大宏,48,84.38
6月8日,L266810,A 類,不合格,OP-129,,製造,捷欣,40,94.39
6月20日,L261426,其他,合格,OP-115,待確認,製造,捷欣,47,8.51
7月27日,L263448,其他,,OP-137,已回報,資材,大宏,47,49.78
0617,L260547,A 類,,OP-113,,品保,力鋼,187,22.22
0610,L264259,A 類,,OP-136,已回報,資材,永利,190,27.87
7月5日,L265138,A 類,,OP-131,待確認,研發,大宏,226,34.75
7月5日,L264621,C 類,不合格,OP-113,待確認,資材,捷欣,55,93.55
0718,L265023,B 類,不合格,OP-129,待確認,製造,東昇,37,12.34
7月2日,L261445,B 類,,OP-139,,製造,大宏,47,1.84
2026/7/19,L267320,B 類,,OP-130,,資材,東昇,105,16.27
2026/6/7,L260922,A 類,待處理,OP-141,,品保,東昇,25,68.3
2026/6/24,L268536,B 類,,OP-139,已回報,製造,順發,165,14.34
7月23日,L263323,C 類,待處理,OP-106,,營運,大宏,111,66.74
6月23日,L267793,C 類,,OP-104,,資材,順發,72,12.32
7月27日,L267074,A 類,待處理,OP-110,,營運,捷欣,105,84.37
0613,L261666,A 類,,OP-124,,製造,力鋼,54,81.06
7月22日,L260867,B 類,不合格,OP-121,待確認,營運,順發,183,68.13
6月24日,L262551,其他,已結案,OP-143,,研發,順發,106,89.09
6月21日,L263686,其他,待處理,OP-117,已回報,製造,捷欣,239,44.09
0607,L267856,C 類,已結案,OP-143,待確認,資材,順發,154,73.41
2026/7/9,L265544,B 類,,OP-113,已回報,研發,東昇,239,42.73
0712,L262471,C 類,不合格,OP-139,已回報,品保,東昇,157,91.79
0613,L264092,B 類,,OP-105,,營運,順發,139,55.17
2026/6/10,L267461,A 類,待處理,OP-110,已回報,資材,捷欣,96,21.21
7月11日,L268827,其他,,OP-108,,研發,東昇,203,65.08
7月1日,L269547,其他,,OP-144,待確認,資材,東昇,12,7.34
7月30日,L261957,B 類,待處理,OP-123,,製造,順發,201,8.89
2026/7/25,L266033,C 類,不合格,OP-143,,營運,東昇,68,5.33
6月1日,L264014,A 類,已結案,OP-131,待確認,資材,捷欣,221,41.21
0721,L262161,其他,待處理,OP-112,,製造,永利,132,71.04
2026/7/24,L266877,其他,不合格,OP-138,待確認,資材,東昇,153,96.6
2026/6/11,L267672,B 類,合格,OP-115,已回報,品保,力鋼,187,61.97
7月2日,L264414,A 類,待處理,OP-129,,資材,大宏,107,60.67
2026/6/20,L265614,C 類,已結案,OP-130,已回報,品保,大宏,181,62.15
7月3日,L265275,其他,,OP-101,,製造,順發,219,70.38
6月9日,L263381,B 類,已結案,OP-131,,製造,順發,37,36.08
0617,L261740,B 類,待處理,OP-104,,營運,永利,123,51.67
7月8日,L269929,B 類,待處理,OP-120,待確認,品保,順發,103,0.5
2026/7/7,L265466,C 類,不合格,OP-144,,品保,力鋼,237,32.6
0722,L265376,B 類,不合格,OP-108,已回報,研發,順發,97,33.52
2026/6/10,L263262,B 類,不合格,OP-135,已回報,品保,捷欣,198,26.88
0721,L264842,其他,,OP-134,待確認,品保,東昇,76,13.61
6月19日,L266470,其他,不合格,OP-106,已回報,資材,永利,3,92.18
0628,L269868,A 類,,OP-140,待確認,品保,永利,37,82.34
0716,L263064,B 類,已結案,OP-107,,研發,東昇,191,92.09
6月20日,L265946,A 類,已結案,OP-137,,研發,順發,235,39.55
2026/6/19,L264814,A 類,,OP-102,,製造,永利,205,65.08
2026/7/17,L263183,A 類,合格,OP-117,,資材,捷欣,214,50.52
0618,L260210,C 類,,OP-103,待確認,營運,捷欣,108,89.0
0703,L261039,A 類,,OP-103,,營運,大宏,89,16.8
0711,L266619,B 類,,OP-110,已回報,品保,永利,140,12.25
2026/7/2,L268132,其他,,OP-124,,資材,永利,199,5.95
6月26日,L267313,C 類,,OP-133,已回報,資材,永利,166,94.62
2026/6/10,L262546,其他,不合格,OP-105,待確認,營運,捷欣,12,35.68
7月20日,L268038,A 類,,OP-135,待確認,品保,順發,237,56.34
6月14日,L261681,B 類,待處理,OP-126,,製造,東昇,18,22.32
2026/7/22,L263475,A 類,待處理,OP-140,待確認,製造,捷欣,207,87.74
2026/7/4,L266190,B 類,已結案,OP-116,待確認,製造,力鋼,32,92.43
0608,L268892,其他,,OP-108,已回報,研發,捷欣,208,53.65
2026/7/27,L261217,C 類,,OP-116,待確認,品保,永利,48,6.57
6月30日,L267017,C 類,,OP-139,,資材,永利,121,55.25
0721,L267911,其他,,OP-106,待確認,資材,東昇,167,37.99
0611,L260329,其他,,OP-123,,資材,東昇,149,31.02
2026/7/13,L265883,C 類,已結案,OP-125,待確認,研發,大宏,158,42.93
6月14日,L268378,B 類,待處理,OP-113,,研發,東昇,17,53.2
0730,L263227,C 類,,OP-118,已回報,資材,捷欣,221,55.72
0711,L262469,A 類,待處理,OP-142,,營運,順發,222,6.05
7月4日,L267222,其他,不合格,OP-141,,資材,順發,25,56.48
2026/7/25,L266461,B 類,合格,OP-119,待確認,研發,力鋼,147,26.14
6月24日,L262743,C 類,合格,OP-129,,製造,永利,239,7.37
2026/7/17,L260140,A 類,不合格,OP-142,,製造,捷欣,156,37.12
2026/6/25,L260954,B 類,已結案,OP-117,,營運,大宏,11,54.51
2026/7/17,L265761,其他,已結案,OP-119,,營運,順發,138,20.91
7月30日,L264456,其他,合格,OP-148,已回報,製造,大宏,109,61.01
6月30日,L266320,C 類,,OP-106,,研發,力鋼,160,11.96
0615,L267211,其他,,OP-142,,研發,順發,199,96.06
0726,L260064,A 類,不合格,OP-134,,品保,捷欣,162,36.68
0703,L267840,C 類,已結案,OP-147,,製造,捷欣,95,50.4
2026/6/15,L261377,B 類,待處理,OP-131,,營運,永利,139,45.57
0605,L268831,B 類,,OP-111,,資材,永利,204,44.41
0607,L261684,A 類,待處理,OP-146,,品保,力鋼,109,78.14
0615,L263560,B 類,待處理,OP-122,,品保,捷欣,125,7.48
2026/7/16,L269876,C 類,不合格,OP-105,待確認,品保,永利,158,93.59
2026/6/28,L263733,A 類,已結案,OP-146,已回報,品保,力鋼,201,4.5
2026/6/5,L269846,A 類,,OP-126,,資材,東昇,3,96.21
7月13日,L265660,其他,已結案,OP-124,待確認,研發,東昇,142,89.0
0624,L267838,B 類,待處理,OP-146,,資材,東昇,76,83.39
0605,L261586,B 類,已結案,OP-128,已回報,研發,東昇,194,21.1
7月7日,L268637,A 類,合格,OP-144,,品保,力鋼,60,83.28
0615,L267859,C 類,,OP-148,,製造,大宏,76,12.88
0629,L267323,B 類,不合格,OP-133,,品保,大宏,73,92.96
0619,L269616,B 類,,OP-114,,營運,順發,163,78.52
0626,L260852,其他,已結案,OP-131,待確認,營運,永利,225,15.24
6月9日,L262747,C 類,待處理,OP-134,,品保,順發,98,41.79
6月6日,L268873,A 類,已結案,OP-122,已回報,營運,東昇,156,60.2
0611,L266898,B 類,,OP-129,待確認,營運,大宏,31,65.17
0627,L263674,C 類,待處理,OP-131,,品保,大宏,126,47.52
2026/6/11,L261372,A 類,已結案,OP-138,已回報,研發,捷欣,64,71.97
2026/6/10,L267181,其他,,OP-136,,研發,捷欣,6,20.11
2026/7/12,L265743,其他,不合格,OP-145,已回報,品保,永利,101,77.02
2026/7/7,L269363,其他,合格,OP-130,,營運,永利,144,56.47
7月12日,L260554,C 類,,OP-141,,資材,東昇,218,5.77
7月22日,L269250,B 類,,OP-104,已回報,製造,東昇,100,34.78
2026/7/21,L264572,B 類,合格,OP-138,,品保,力鋼,79,42.47
0719,L268780,C 類,,OP-106,,營運,力鋼,76,21.1
6月22日,L268058,其他,不合格,OP-142,,資材,捷欣,176,96.72
2026/6/20,L265868,C 類,已結案,OP-132,,品保,永利,51,32.78
6月7日,L264766,其他,已結案,OP-145,,製造,力鋼,49,68.41
6月7日,L267396,其他,,OP-134,已回報,資材,東昇,36,62.26
7月29日,L266454,其他,,OP-114,,資材,力鋼,125,49.03
2026/6/13,L260358,其他,已結案,OP-129,,研發,東昇,177,88.83
2026/7/22,L260212,其他,,OP-124,已回報,研發,順發,71,3.31
6月23日,L269125,C 類,,OP-130,待確認,營運,順發,24,21.98
7月13日,L265635,A 類,,OP-139,,製造,永利,122,34.38
2026/6/2,L267825,B 類,,OP-101,已回報,製造,順發,81,81.28
7月11日,L265139,C 類,待處理,OP-115,已回報,研發,大宏,55,78.34
7月16日,L268680,A 類,已結案,OP-132,已回報,研發,力鋼,61,84.68
7月1日,L263317,其他,,OP-105,已回報,品保,順發,93,22.32
7月3日,L260292,其他,待處理,OP-108,,資材,捷欣,38,42.43
0717,L262217,C 類,已結案,OP-109,已回報,製造,東昇,37,57.99
0703,L269897,B 類,待處理,OP-147,,製造,東昇,124,20.89
2026/7/4,L268427,其他,,OP-129,待確認,製造,東昇,55,81.02
6月9日,L262941,其他,合格,OP-110,待確認,營運,東昇,13,30.61
0719,L260195,B 類,已結案,OP-136,待確認,資材,永利,188,71.26
2026/6/22,L264595,C 類,已結案,OP-105,待確認,製造,大宏,127,65.25
2026/7/27,L261934,B 類,已結案,OP-145,已回報,資材,永利,176,76.01
0615,L260867,其他,,OP-134,,資材,力鋼,133,49.17
6月24日,L266692,其他,合格,OP-124,已回報,品保,東昇,96,26.69
2026/7/7,L267156,B 類,,OP-137,,品保,捷欣,66,9.21
6月22日,L266244,A 類,,OP-101,,品保,捷欣,203,0.95
2026/7/19,L264148,A 類,待處理,OP-146,,研發,永利,137,66.34
6月21日,L263929,B 類,待處理,OP-142,待確認,研發,力鋼,152,31.39
2026/7/19,L264016,其他,已結案,OP-133,,營運,捷欣,146,10.97
0625,L269632,C 類,,OP-103,已回報,研發,永利,116,55.62
2026/6/17,L261559,B 類,已結案,OP-137,,營運,大宏,164,80.71
6月29日,L260177,B 類,已結案,OP-102,,資材,順發,78,4.12
0625,L267558,其他,,OP-142,,研發,力鋼,111,88.22
2026/7/1,L260776,C 類,已結案,OP-135,,品保,大宏,192,16.78
2026/7/7,L262564,A 類,不合格,OP-127,,營運,捷欣,164,84.23
0726,L263130,B 類,待處理,OP-106,,研發,順發,9,77.33
0727,L268821,C 類,已結案,OP-131,,研發,大宏,175,91.61
6月25日,L267038,C 類,,OP-124,,品保,力鋼,194,90.73
2026/7/9,L267668,其他,,OP-109,,資材,東昇,159,60.38
2026/7/13,L260038,B 類,,OP-137,已回報,營運,捷欣,107,87.4
2026/6/16,L264591,A 類,不合格,OP-145,,研發,東昇,205,54.49
0610,L261088,B 類,待處理,OP-148,,研發,捷欣,33,17.1
0726,L261692,A 類,,OP-125,,資材,東昇,203,70.63
2026/6/5,L266048,B 類,待處理,OP-144,,研發,順發,4,90.68
0616,L265260,A 類,待處理,OP-112,,資材,大宏,64,9.42
7月6日,L268214,其他,,OP-122,,資材,捷欣,170,40.14
2026/6/26,L267278,B 類,不合格,OP-102,,製造,永利,70,11.19
6月15日,L266176,A 類,已結案,OP-117,,品保,東昇,128,90.05
7月18日,L262792,其他,已結案,OP-142,,資材,大宏,5,21.56
0702,L265023,B 類,,OP-114,,品保,大宏,112,18.8
6月30日,L265317,B 類,,OP-101,待確認,營運,大宏,90,61.25
6月30日,L262519,B 類,合格,OP-126,,品保,大宏,35,14.82
2026/7/6,L262579,C 類,待處理,OP-107,,製造,捷欣,240,66.64
2026/7/16,L269062,C 類,,OP-141,,營運,大宏,221,90.08
0727,L266835,其他,,OP-110,,製造,東昇,216,76.97
7月17日,L269179,A 類,不合格,OP-127,,研發,永利,96,87.83
2026/6/18,L260167,A 類,,OP-102,,品保,力鋼,128,6.36
2026/6/20,L263610,其他,不合格,OP-106,已回報,營運,捷欣,100,69.15
2026/6/13,L269055,C 類,合格,OP-132,,品保,永利,76,9.53
2026/7/11,L260038,A 類,待處理,OP-130,已回報,品保,東昇,234,88.27
0717,L262134,C 類,待處理,OP-124,,營運,順發,2,16.33
7月11日,L260243,C 類,待處理,OP-113,待確認,品保,大宏,171,27.79
0603,L269381,B 類,,OP-120,,製造,力鋼,187,85.01
2026/7/14,L261318,其他,已結案,OP-142,,品保,順發,167,67.93
0719,L261732,C 類,,OP-101,待確認,資材,順發,21,53.07
2026/7/1,L261562,A 類,,OP-136,已回報,品保,東昇,61,26.2
2026/7/12,L267744,C 類,已結案,OP-107,已回報,研發,順發,70,56.36
0609,L260762,A 類,已結案,OP-144,,研發,順發,136,69.88
2026/7/18,L269682,A 類,,OP-127,已回報,資材,力鋼,132,57.67
7月26日,L268765,A 類,已結案,OP-117,待確認,營運,捷欣,207,57.64
0709,L261270,其他,,OP-147,待確認,品保,力鋼,34,27.56
7月14日,L260354,B 類,,OP-132,已回報,研發,捷欣,36,81.31
2026/6/10,L262322,C 類,合格,OP-123,待確認,資材,力鋼,71,49.23
0728,L265892,其他,合格,OP-148,,品保,捷欣,26,11.64
0705,L266916,其他,不合格,OP-135,,研發,順發,48,67.22
6月10日,L262269,A 類,不合格,OP-110,已回報,資材,大宏,229,92.41
0710,L262548,C 類,已結案,OP-103,,營運,大宏,230,12.28
0710,L264199,C 類,已結案,OP-145,,資材,大宏,214,14.93
7月4日,L262494,A 類,待處理,OP-123,,資材,順發,189,54.43
0614,L268398,其他,不合格,OP-109,已回報,營運,捷欣,171,58.1
7月25日,L261498,B 類,,OP-143,待確認,研發,東昇,215,64.33
7月12日,L260481,其他,待處理,OP-103,,製造,捷欣,7,89.93
7月12日,L261958,其他,,OP-122,,資材,永利,136,61.8
6月4日,L269480,C 類,已結案,OP-113,待確認,營運,順發,48,2.55
6月2日,L266643,A 類,合格,OP-133,已回報,資材,捷欣,194,34.63
2026/6/13,L260716,B 類,,OP-113,,研發,捷欣,201,83.52
6月21日,L268469,其他,待處理,OP-143,,資材,大宏,138,80.13
6月18日,L262664,A 類,,OP-114,,研發,大宏,187,24.85
6月25日,L265036,其他,,OP-117,,資材,力鋼,115,26.91
2026/6/10,L261870,A 類,待處理,OP-144,,營運,力鋼,152,75.57
0628,L265020,其他,不合格,OP-122,,資材,東昇,80,7.86
7月21日,L264437,其他,合格,OP-125,,資材,順發,4,54.91
6月16日,L261115,B 類,不合格,OP-132,,研發,順發,66,72.68
6月17日,L260282,C 類,待處理,OP-116,待確認,品保,捷欣,189,39.07
7月14日,L260285,其他,,OP-140,,資材,力鋼,89,44.56
2026/7/18,L266392,C 類,不合格,OP-108,,營運,捷欣,26,39.29
0728,L268947,其他,不合格,OP-104,,資材,大宏,22,22.53
0722,L266950,B 類,待處理,OP-133,已回報,營運,捷欣,124,78.62
2026/7/15,L267522,B 類,已結案,OP-129,待確認,品保,大宏,160,84.48
0727,L260581,B 類,待處理,OP-109,已回報,研發,力鋼,47,12.15
7月15日,L268785,B 類,已結案,OP-141,待確認,研發,大宏,198,48.09
2026/7/14,L266627,其他,合格,OP-111,已回報,製造,大宏,27,8.64
0622,L260780,B 類,不合格,OP-127,,製造,捷欣,166,75.85
0718,L264347,B 類,不合格,OP-105,,研發,大宏,123,37.73
0714,L264233,其他,合格,OP-139,已回報,製造,東昇,64,27.59
6月10日,L263857,C 類,已結案,OP-146,,營運,順發,6,79.15
0730,L264688,C 類,不合格,OP-128,,資材,捷欣,217,66.79
2026/7/23,L265236,其他,,OP-101,已回報,營運,捷欣,52,0.42
0722,L260091,A 類,,OP-127,,製造,大宏,133,27.78
7月9日,L262518,A 類,,OP-127,已回報,研發,大宏,94,47.78
2026/6/19,L262368,A 類,不合格,OP-132,已回報,製造,東昇,111,18.37
0616,L260712,其他,合格,OP-120,,品保,東昇,115,79.67
2026/7/30,L260486,其他,,OP-107,,製造,東昇,228,93.44
7月14日,L263071,其他,不合格,OP-105,,品保,大宏,210,91.28
6月13日,L268392,其他,不合格,OP-108,,資材,大宏,10,17.41
2026/7/17,L268959,其他,合格,OP-124,,品保,永利,84,46.3
0704,L261521,其他,不合格,OP-120,已回報,研發,力鋼,70,11.33
0604,L266021,C 類,待處理,OP-132,,資材,捷欣,74,94.45
2026/7/11,L266845,B 類,已結案,OP-128,已回報,研發,順發,152,57.02
7月7日,L265521,A 類,待處理,OP-106,待確認,資材,力鋼,150,55.39
7月6日,L265744,其他,合格,OP-122,,營運,永利,117,9.01
0720,L268793,B 類,不合格,OP-115,待確認,研發,順發,34,84.08
6月1日,L263623,A 類,已結案,OP-124,,製造,力鋼,69,40.46
2026/6/29,L261540,B 類,待處理,OP-121,待確認,品保,順發,101,32.34
7月7日,L266886,B 類,待處理,OP-113,待確認,製造,大宏,237,79.42
2026/7/6,L263945,B 類,合格,OP-129,,製造,永利,81,51.93
7月29日,L264631,C 類,已結案,OP-135,,營運,東昇,32,33.52
2026/6/4,L264528,其他,已結案,OP-112,已回報,營運,大宏,2,86.73
2026/7/7,L265991,C 類,,OP-135,,品保,捷欣,106,47.93
0712,L263697,A 類,不合格,OP-147,,製造,東昇,226,27.06
7月15日,L264961,A 類,待處理,OP-128,,營運,大宏,206,32.61
7月6日,L268717,其他,,OP-116,,資材,力鋼,185,23.33
0706,L266291,C 類,合格,OP-113,,研發,順發,184,12.76
2026/6/28,L262970,其他,已結案,OP-128,,研發,力鋼,136,45.86
6月19日,L264259,A 類,已結案,OP-121,,製造,力鋼,101,90.13
0612,L265397,其他,,OP-101,,資材,永利,9,43.63
0710,L263190,其他,,OP-109,,營運,順發,191,90.84
0616,L261981,C 類,不合格,OP-131,,資材,力鋼,198,39.99
2026/7/23,L262912,其他,已結案,OP-129,,製造,大宏,142,13.07
2026/7/21,L262656,C 類,已結案,OP-133,已回報,營運,永利,141,33.62
7月23日,L264540,C 類,,OP-116,,研發,東昇,197,38.02
7月27日,L268319,C 類,合格,OP-131,,品保,力鋼,161,74.56
7月4日,L261826,B 類,合格,OP-143,已回報,營運,順發,224,35.04
0721,L261262,B 類,,OP-111,,研發,大宏,17100.0,72.09
0601,L263777,其他,待處理,OP-148,,營運,順發,129,3.49
0703,L267010,其他,,OP-137,,資材,力鋼,30,10.79
6月13日,L269494,其他,,OP-120,,研發,永利,136,50.59
7月3日,L266822,C 類,合格,OP-145,,研發,永利,172,11.0
7月30日,L268523,B 類,合格,OP-103,已回報,研發,大宏,209,68.51
2026/7/14,L261180,其他,合格,OP-137,,研發,捷欣,49,94.5
2026/6/15,L262873,C 類,合格,OP-137,待確認,製造,順發,60,52.45
7月20日,L264435,A 類,,OP-117,,營運,東昇,210,0.21
2026/7/9,L265075,其他,合格,OP-118,待確認,研發,東昇,95,22.25
0704,L266560,C 類,不合格,OP-122,待確認,製造,永利,18,64.81
0623,L260927,其他,待處理,OP-116,,營運,順發,197,7.91
2026/7/16,L266825,A 類,,OP-105,已回報,資材,順發,226,29.31
0719,L260225,C 類,已結案,OP-123,,製造,東昇,100,47.36
2026/6/5,L266111,其他,合格,OP-113,已回報,資材,東昇,81,30.5
2026/7/4,L264573,A 類,,OP-124,已回報,資材,永利,18,9.34
2026/7/27,L263177,B 類,待處理,OP-103,,品保,順發,56,26.7
0721,L267183,B 類,不合格,OP-117,待確認,研發,東昇,70,43.67
2026/6/2,L268244,C 類,,OP-137,已回報,營運,順發,186,29.65
2026/7/1,L268246,B 類,,OP-111,,資材,東昇,219,57.38
2026/6/8,L260355,C 類,待處理,OP-116,,資材,捷欣,214,46.46
0621,L260523,C 類,,OP-111,,研發,永利,63,76.57
0608,L264878,A 類,待處理,OP-129,,營運,捷欣,220,5.31
0608,L262022,A 類,不合格,OP-118,,品保,力鋼,178,5.27
0726,L268489,C 類,待處理,OP-134,,品保,東昇,65,65.96
6月7日,L265119,A 類,已結案,OP-110,,研發,力鋼,76,37.52
0722,L269170,B 類,,OP-133,待確認,製造,力鋼,192,52.31
0626,L260629,A 類,已結案,OP-124,已回報,營運,永利,74,19.5
0625,L260636,B 類,,OP-135,待確認,品保,永利,152,33.79
0705,L266927,C 類,不合格,OP-115,,資材,大宏,153,24.26
2026/7/27,L268541,B 類,合格,OP-122,已回報,製造,順發,227,56.24
