日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2025-07-03,L269617,B 類,合格,OP-141,,研發,永利,14,56.24
2025-07-28,L262592,A 類,已結案,OP-106,已回報,品保,大宏,155,22.72
2025-06-19,L267848,其他,待處理,OP-125,,資材,捷欣,157,10.62
2025-07-14,L262884,其他,合格,OP-142,,研發,大宏,152,81.31
2025-07-12,L267486,A 類,不合格,OP-128,已回報,製造,東昇,22,0.54
2025-06-08,L267615,B 類,合格,OP-137,,研發,力鋼,140,66.72
2025-07-27,L265694,A 類,合格,OP-147,,資材,大宏,175,23.28
2025-06-30,L260010,C 類,待處理,OP-104,,營運,大宏,202,69.87
2025-07-26,L262515,C 類,合格,OP-121,已回報,研發,東昇,170,63.9
2025-07-02,L264846,B 類,合格,OP-132,待確認,營運,捷欣,132,34.85
2025-07-26,L262187,A 類,待處理,OP-122,已回報,品保,永利,151,73.63
2025-07-11,L266586,其他,待處理,OP-127,,營運,東昇,87,25.5
2025-07-26,L263380,B 類,已結案,OP-144,,資材,東昇,136,46.01
2025-07-09,L261160,A 類,待處理,OP-141,,研發,力鋼,60,89.97
2025-07-06,L267342,其他,合格,OP-144,已回報,研發,順發,30,4.02
2025-06-20,L267627,C 類,待處理,OP-129,已回報,品保,順發,25,56.6
2025-06-27,L260777,B 類,已結案,OP-138,已回報,研發,順發,78,28.88
2025-06-01,L269324,其他,已結案,OP-141,,資材,大宏,77,38.76
2025-06-27,L262062,B 類,待處理,OP-114,待確認,品保,捷欣,147,60.08
2025-06-22,L266311,A 類,合格,OP-115,,品保,大宏,61,87.95
2025-07-05,L262789,B 類,待處理,OP-114,待確認,研發,東昇,52,2.73
2025-06-19,L261259,A 類,已結案,OP-103,已回報,品保,順發,218,45.22
2025-07-26,L260125,A 類,不合格,OP-146,,品保,捷欣,54,34.99
2025-07-16,L263532,其他,不合格,OP-103,已回報,製造,大宏,25,30.32
2025-06-25,L263916,B 類,合格,OP-133,,營運,捷欣,40,11.1
2025-07-15,L261484,其他,合格,OP-133,待確認,營運,永利,98,14.44
2025-07-25,L265170,C 類,合格,OP-106,,製造,永利,129,67.6
2025-06-03,L263177,B 類,合格,OP-109,已回報,營運,順發,178,46.27
2025-06-19,L263329,A 類,已結案,OP-103,,製造,順發,101,25.77
2025-07-11,L263660,A 類,不合格,OP-135,,研發,大宏,29,89.52
2025-06-05,L268253,其他,合格,OP-102,,品保,永利,35,87.0
2025-07-05,L267350,B 類,合格,OP-110,已回報,研發,力鋼,156,74.86
2025-06-04,L261854,A 類,不合格,OP-141,待確認,營運,永利,118,80.62
2025-07-07,L263018,C 類,待處理,OP-103,待確認,製造,大宏,222,6.01
2025-06-18,L260869,A 類,待處理,OP-133,待確認,品保,力鋼,236,23.98
2025-07-16,L267110,A 類,已結案,OP-110,,製造,力鋼,131,7.8
2025-06-19,L264044,其他,合格,OP-126,,資材,順發,88,49.02
2025-06-10,L264576,C 類,已結案,OP-139,,資材,力鋼,40,53.21
2025-06-16,L263673,B 類,合格,OP-110,待確認,製造,順發,41,12.37
2025-07-18,L266693,A 類,待處理,OP-139,,資材,東昇,60,15.72
2025-06-10,L266153,C 類,待處理,OP-113,待確認,研發,捷欣,73,44.61
2025-07-01,L260270,B 類,合格,OP-116,,資材,永利,220,86.1
2025-06-25,L268185,A 類,待處理,OP-118,已回報,製造,捷欣,38,20.67
2025-06-03,L261782,C 類,合格,OP-111,已回報,品保,東昇,143,90.79
2025-07-15,L263430,B 類,已結案,OP-103,待確認,資材,東昇,188,12.3
2025-07-19,L263429,其他,已結案,OP-141,,品保,順發,116,39.71
2025-06-22,L264050,B 類,待處理,OP-132,,品保,捷欣,72,95.94
2025-06-03,L265161,A 類,已結案,OP-107,已回報,資材,東昇,11,28.77
2025-07-06,L265346,A 類,已結案,OP-121,待確認,資材,捷欣,98,83.57
2025-07-17,L260177,A 類,不合格,OP-141,已回報,研發,順發,239,85.92
2025-06-08,L267992,C 類,已結案,OP-132,,製造,捷欣,28,68.07
2025-06-18,L261910,其他,合格,OP-118,已回報,品保,大宏,203,75.67
2025-06-30,L261791,B 類,不合格,OP-102,,研發,永利,134,94.22
2025-06-18,L264887,B 類,待處理,OP-141,已回報,品保,大宏,113,32.82
2025-07-12,L265988,B 類,已結案,OP-147,待確認,研發,大宏,194,89.76
2025-07-07,L266538,A 類,待處理,OP-123,已回報,研發,永利,168,92.15
2025-07-20,L268594,B 類,不合格,OP-145,,營運,永利,55,80.26
2025-06-16,L260778,其他,合格,OP-125,,營運,東昇,174,46.35
2025-07-29,L263922,C 類,待處理,OP-129,,品保,順發,73,57.67
2025-06-26,L263881,B 類,待處理,OP-148,,資材,大宏,4,80.22
2025-07-04,L268391,B 類,待處理,OP-109,,品保,力鋼,200,2.04
2025-07-21,L265388,B 類,不合格,OP-132,已回報,製造,大宏,26,15.96
2025-06-27,L261883,其他,待處理,OP-102,,品保,順發,164,25.28
2025-06-07,L265898,B 類,不合格,OP-106,待確認,營運,永利,184,56.77
2025-06-29,L266631,B 類,已結案,OP-106,,資材,順發,81,1.86
2025-06-22,L263633,C 類,合格,OP-125,,營運,捷欣,15,23.83
2025-06-03,L261667,B 類,待處理,OP-148,,資材,永利,210,2.94
2025-06-05,L264275,C 類,不合格,OP-110,,品保,永利,221,74.99
2025-06-08,L260399,A 類,合格,OP-131,,資材,順發,128,17.25
2025-07-11,L263431,C 類,已結案,OP-107,,營運,順發,9,62.68
2025-07-08,L269343,其他,合格,OP-144,,營運,捷欣,27,68.47
2025-07-10,L266021,B 類,不合格,OP-103,,資材,力鋼,124,87.41
2025-06-05,L268231,A 類,合格,OP-147,,資材,捷欣,189,51.11
2025-07-26,L261998,A 類,合格,OP-130,,品保,東昇,220,79.64
2025-06-19,L266962,C 類,合格,OP-118,已回報,研發,永利,116,4.44
2025-06-22,L269368,B 類,待處理,OP-103,已回報,營運,順發,236,5.04
2025-07-07,L266467,B 類,待處理,OP-120,,研發,大宏,34,72.21
2025-07-19,L267912,C 類,已結案,OP-131,,品保,東昇,54,24.88
2025-07-06,L262847,其他,已結案,OP-108,,營運,力鋼,187,32.51
2025-06-22,L260169,B 類,已結案,OP-101,,研發,永利,108,66.81
2025-07-17,L268940,A 類,已結案,OP-135,,品保,東昇,232,42.35
2025-06-19,L267973,其他,不合格,OP-130,,製造,捷欣,20,95.04
2025-06-26,L262657,A 類,待處理,OP-138,,資材,捷欣,25,19.84
2025-07-20,L262324,B 類,已結案,OP-118,待確認,研發,大宏,141,0.97
2025-06-15,L262045,C 類,待處理,OP-127,待確認,營運,東昇,106,66.64
2025-07-19,L262226,A 類,待處理,OP-120,,品保,大宏,206,73.66
2025-07-04,L264027,B 類,待處理,OP-126,待確認,研發,永利,67,68.5
2025-07-16,L268976,其他,待處理,OP-137,,資材,大宏,226,61.27
2025-07-12,L262642,A 類,合格,OP-123,已回報,營運,大宏,176,26.08
2025-06-24,L265731,A 類,待處理,OP-136,待確認,營運,大宏,48,22.45
2025-07-19,L263358,其他,合格,OP-146,,營運,捷欣,33,46.18
2025-07-18,L267844,B 類,待處理,OP-130,已回報,營運,大宏,122,23.77
2025-06-29,L260836,C 類,合格,OP-136,,製造,東昇,112,25.03
2025-06-11,L260724,B 類,待處理,OP-147,待確認,營運,大宏,103,94.63
2025-06-25,L262812,其他,不合格,OP-110,已回報,資材,東昇,99,75.68
2025-07-08,L268444,A 類,已結案,OP-120,待確認,營運,永利,195,85.36
2025-07-28,L265878,其他,合格,OP-134,已回報,資材,力鋼,240,16.82
2025-07-08,L266514,C 類,待處理,OP-112,已回報,製造,順發,37,12.37
2025-07-24,L267081,其他,合格,OP-114,,研發,順發,123,7.99
2025-06-19,L262482,C 類,待處理,OP-114,,製造,順發,47,44.31
2025-07-01,L265797,A 類,合格,OP-148,,資材,順發,29,62.7
2025-07-17,L263457,A 類,待處理,OP-121,,品保,捷欣,99,39.05
2025-07-15,L264986,C 類,已結案,OP-110,待確認,營運,順發,109,78.53
2025-06-21,L268297,B 類,已結案,OP-130,已回報,研發,大宏,86,5.82
2025-07-13,L262593,B 類,不合格,OP-109,,製造,捷欣,129,38.05
2025-06-24,L260785,C 類,已結案,OP-145,已回報,品保,永利,84,51.75
2025-06-16,L261615,C 類,合格,OP-122,,製造,大宏,186,14.85
2025-07-09,L260225,B 類,不合格,OP-111,,研發,力鋼,38,24.01
2025-06-10,L264621,C 類,不合格,OP-120,,營運,捷欣,155,71.39
2025-06-23,L269850,C 類,合格,OP-142,已回報,研發,順發,233,21.66
2025-07-28,L264791,其他,待處理,OP-109,待確認,研發,力鋼,80,70.8
2025-06-29,L266449,其他,不合格,OP-137,,研發,永利,209,62.0
2025-06-02,L265494,A 類,已結案,OP-142,,品保,東昇,168,61.56
2025-06-29,L260784,其他,合格,OP-124,,品保,永利,2,14.98
2025-07-02,L260247,其他,合格,OP-117,,研發,捷欣,98,47.62
2025-07-02,L269620,其他,不合格,OP-108,,研發,東昇,174,48.69
2025-06-06,L260946,A 類,已結案,OP-132,待確認,資材,大宏,165,77.65
2025-06-20,L263996,A 類,已結案,OP-132,,品保,力鋼,45,84.37
2025-07-18,L261395,其他,已結案,OP-131,已回報,營運,永利,179,40.02
2025-06-19,L267093,C 類,待處理,OP-135,已回報,資材,順發,58,90.17
2025-07-02,L261595,其他,已結案,OP-121,,資材,大宏,153,54.9
2025-06-21,L262597,B 類,不合格,OP-127,,製造,東昇,157,34.75
2025-06-06,L268069,A 類,不合格,OP-139,,品保,永利,114,75.96
2025-07-07,L265774,C 類,待處理,OP-120,,製造,順發,72,1.71
2025-07-27,L268053,A 類,不合格,OP-140,,營運,永利,230,37.33
2025-07-26,L267062,A 類,合格,OP-147,已回報,品保,順發,236,93.83
2025-06-14,L264787,C 類,不合格,OP-136,待確認,製造,永利,11,61.49
2025-07-20,L268986,C 類,合格,OP-111,待確認,製造,順發,235,6.41
2025-07-09,L266197,其他,不合格,OP-117,待確認,品保,大宏,94,58.11
2025-07-21,L263392,C 類,待處理,OP-112,已回報,營運,東昇,6,25.46
2025-06-20,L267164,C 類,合格,OP-110,,製造,力鋼,174,48.14
2025-07-17,L260175,B 類,待處理,OP-131,,資材,順發,18,46.41
2025-06-14,L261151,其他,已結案,OP-133,,資材,力鋼,181,72.46
2025-06-05,L262717,C 類,不合格,OP-124,,製造,永利,150,25.64
2025-06-28,L269225,其他,不合格,OP-101,,資材,東昇,52,5.82
2025-07-01,L264757,C 類,合格,OP-107,,製造,力鋼,98,68.65
2025-06-19,L265961,C 類,合格,OP-114,,資材,捷欣,90,14.26
2025-06-21,L261083,C 類,合格,OP-116,,品保,永利,115,21.82
2025-06-18,L269149,B 類,不合格,OP-105,,製造,順發,46,33.22
2025-06-24,L262127,A 類,待處理,OP-108,已回報,研發,捷欣,22,78.98
2025-07-13,L267499,其他,已結案,OP-110,,製造,東昇,234,94.8
2025-07-09,L268090,A 類,不合格,OP-117,待確認,製造,力鋼,75,33.66
2025-07-24,L267294,A 類,已結案,OP-107,,品保,永利,197,17.4
2025-06-16,L266573,其他,已結案,OP-130,已回報,資材,大宏,186,50.24
2025-07-02,L264786,B 類,合格,OP-114,已回報,研發,大宏,199,91.74
2025-06-03,L265184,B 類,不合格,OP-104,待確認,品保,永利,201,35.99
2025-07-16,L268097,B 類,合格,OP-147,已回報,資材,力鋼,116,21.53
2025-06-24,L261322,C 類,不合格,OP-104,,研發,捷欣,76,74.37
2025-06-15,L264967,B 類,合格,OP-124,待確認,資材,東昇,16,94.72
2025-06-13,L268054,C 類,不合格,OP-107,已回報,製造,大宏,195,97.39
2025-06-02,L266685,B 類,不合格,OP-110,,品保,大宏,186,5.54
2025-06-30,L269115,其他,待處理,OP-147,,營運,永利,186,23.05
2025-07-20,L267125,A 類,已結案,OP-128,已回報,品保,力鋼,39,5.17
2025-07-06,L268792,其他,不合格,OP-103,待確認,研發,捷欣,184,28.44
2025-07-06,L265840,A 類,待處理,OP-123,待確認,資材,東昇,19,54.95
2025-06-12,L262511,A 類,合格,OP-134,,製造,東昇,208,12.42
2025-06-06,L268342,其他,已結案,OP-141,,資材,順發,238,45.48
2025-06-19,L266552,C 類,待處理,OP-126,,營運,東昇,108,89.64
2025-06-19,L262568,C 類,已結案,OP-114,,資材,大宏,227,50.02
2025-07-22,L266632,B 類,已結案,OP-129,待確認,製造,力鋼,132,29.03
2025-07-28,L263577,B 類,待處理,OP-139,,資材,東昇,200,14.82
2025-07-19,L268655,C 類,已結案,OP-144,,製造,順發,14,74.45
2025-07-30,L261690,C 類,已結案,OP-140,待確認,品保,順發,129,16.43
2025-07-08,L268889,C 類,合格,OP-131,,研發,力鋼,164,96.68
2025-07-12,L264222,其他,待處理,OP-106,已回報,資材,永利,89,92.65
2025-07-08,L266644,B 類,待處理,OP-108,已回報,營運,永利,136,22.55
2025-07-05,L260440,其他,已結案,OP-132,,營運,大宏,191,26.36
2025-07-08,L268636,其他,合格,OP-147,已回報,製造,力鋼,146,81.73
2025-07-13,L264028,C 類,待處理,OP-148,,製造,永利,111,39.1
2025-07-03,L261056,B 類,不合格,OP-143,,製造,永利,194,54.17
2025-06-24,L269511,B 類,不合格,OP-133,已回報,研發,力鋼,136,77.74
2025-07-06,L266093,其他,待處理,OP-112,,研發,力鋼,239,28.24
2025-07-29,L268415,B 類,待處理,OP-109,,資材,大宏,83,57.2
2025-06-01,L260174,A 類,待處理,OP-133,,製造,捷欣,121,23.53
2025-07-22,L265156,C 類,合格,OP-139,已回報,營運,永利,3,8.05
2025-06-13,L263765,其他,待處理,OP-123,,品保,東昇,79,7.02
2025-06-26,L269883,A 類,已結案,OP-115,待確認,研發,力鋼,147,60.94
2025-07-12,L260551,其他,已結案,OP-137,待確認,營運,東昇,189,2.04
2025-06-17,L266426,C 類,合格,OP-123,已回報,品保,捷欣,181,53.8
2025-06-13,L263331,B 類,待處理,OP-121,待確認,製造,順發,80,7.59
2025-07-24,L264126,其他,合格,OP-132,,品保,東昇,200,7.63
2025-07-04,L269656,其他,合格,OP-147,待確認,品保,順發,182,22.8
2025-07-07,L265849,其他,不合格,OP-148,,品保,東昇,212,42.57
2025-06-07,L265941,A 類,待處理,OP-132,,資材,永利,120,61.55
2025-07-03,L267287,其他,待處理,OP-111,已回報,營運,力鋼,2,86.38
2025-06-26,L269732,其他,合格,OP-143,,資材,東昇,137,7.65
2025-07-26,L267853,C 類,待處理,OP-128,,製造,順發,58,15.16
2025-06-07,L267818,C 類,合格,OP-115,,營運,順發,75,41.33
2025-07-09,L263295,C 類,已結案,OP-101,,研發,永利,120,80.69
2025-06-12,L266329,C 類,已結案,OP-134,待確認,資材,力鋼,30,13.16
2025-07-01,L269341,C 類,合格,OP-122,,資材,東昇,196,33.48
2025-06-12,L268553,B 類,合格,OP-111,已回報,資材,大宏,152,56.58
2025-06-03,L262411,其他,待處理,OP-144,已回報,研發,東昇,171,75.6
2025-06-28,L266341,A 類,不合格,OP-119,待確認,品保,力鋼,89,48.17
2025-07-09,L268043,C 類,合格,OP-138,待確認,研發,東昇,9,25.77
2025-07-17,L265784,C 類,待處理,OP-134,已回報,營運,東昇,191,62.13
2025-06-29,L262373,C 類,待處理,OP-120,待確認,製造,捷欣,166,86.65
2025-06-16,L268824,C 類,已結案,OP-121,,資材,捷欣,94,23.19
2025-06-19,L261377,B 類,已結案,OP-128,,研發,大宏,181,66.84
2025-06-06,L263722,C 類,待處理,OP-106,,資材,東昇,208,38.3
2025-06-17,L269979,C 類,待處理,OP-141,,資材,捷欣,113,81.63
2025-07-29,L260716,A 類,已結案,OP-101,,製造,力鋼,59,63.2
2025-06-06,L260629,C 類,待處理,OP-143,,研發,捷欣,78,82.33
2025-06-30,L262634,其他,不合格,OP-148,,研發,大宏,125,67.57
2025-07-13,L260544,C 類,已結案,OP-112,已回報,品保,永利,90,77.38
2025-06-07,L268469,C 類,已結案,OP-145,,製造,永利,9,34.79
2025-07-05,L262345,A 類,合格,OP-102,已回報,營運,力鋼,104,76.89
2025-06-15,L261083,C 類,已結案,OP-101,已回報,資材,力鋼,173,41.57
2025-06-20,L260622,其他,待處理,OP-147,,資材,永利,15,82.69
2025-06-09,L264251,A 類,待處理,OP-146,待確認,品保,順發,95,79.99
2025-06-16,L266637,B 類,不合格,OP-129,待確認,研發,順發,216,48.81
2025-06-14,L263634,C 類,待處理,OP-109,,營運,大宏,198,58.94
2025-07-11,L263995,A 類,已結案,OP-104,待確認,製造,大宏,196,45.74
2025-07-12,L264851,其他,合格,OP-140,待確認,資材,力鋼,149,80.32
2025-06-22,L262120,A 類,合格,OP-119,待確認,研發,捷欣,181,15.11
2025-07-26,L267533,C 類,已結案,OP-114,待確認,製造,大宏,74,38.15
2025-06-05,L263644,B 類,不合格,OP-138,已回報,營運,力鋼,80,59.07
2025-06-14,L262980,其他,不合格,OP-146,,品保,順發,148,50.56
2025-07-01,L266660,A 類,已結案,OP-118,待確認,品保,捷欣,7,96.38
2025-07-16,L269449,C 類,已結案,OP-146,,製造,捷欣,133,88.68
2025-07-18,L263450,C 類,合格,OP-133,,品保,順發,10,21.32
2025-06-14,L261237,C 類,待處理,OP-103,待確認,資材,順發,93,31.68
2025-07-10,L263034,B 類,合格,OP-120,,資材,東昇,117,88.75
2025-07-22,L267969,其他,合格,OP-141,待確認,研發,力鋼,182,31.02
2025-07-18,L265469,A 類,合格,OP-108,,資材,永利,130,52.28
2025-07-21,L266588,C 類,已結案,OP-103,待確認,研發,大宏,225,8.25
2025-06-11,L260881,A 類,已結案,OP-128,已回報,資材,順發,213,7.88
2025-06-18,L269475,其他,合格,OP-120,,研發,永利,83,94.68
2025-06-27,L269832,其他,已結案,OP-129,,研發,永利,57,92.24
2025-06-21,L261828,A 類,不合格,OP-143,,資材,力鋼,192,65.88
2025-07-03,L268531,C 類,已結案,OP-125,,營運,力鋼,104,62.76
2025-07-27,L268433,A 類,已結案,OP-106,,營運,永利,213,10.77
2025-06-09,L266799,A 類,已結案,OP-136,,營運,大宏,2,42.82
2025-07-01,L263026,其他,待處理,OP-135,待確認,研發,永利,114,28.14
2025-06-29,L268994,A 類,已結案,OP-128,待確認,資材,順發,201,32.86
2025-07-04,L262148,B 類,待處理,OP-112,,製造,東昇,85,58.86
2025-07-30,L269252,A 類,合格,OP-141,,研發,力鋼,5,4.76
2025-06-18,L264980,B 類,不合格,OP-124,,資材,力鋼,135,90.51
2025-07-17,L260987,B 類,已結案,OP-114,,製造,永利,177,85.17
2025-07-21,L263115,A 類,合格,OP-104,,製造,順發,181,56.14
2025-07-05,L260799,其他,不合格,OP-125,,營運,順發,236,47.3
2025-07-15,L268028,A 類,合格,OP-101,,研發,力鋼,135,35.12
2025-07-02,L266277,B 類,待處理,OP-111,待確認,營運,大宏,63,48.83
2025-06-11,L260239,A 類,不合格,OP-114,,營運,力鋼,22,38.56
2025-07-09,L263031,其他,待處理,OP-123,,製造,大宏,131,68.14
2025-07-25,L263851,C 類,不合格,OP-119,,品保,大宏,36,50.06
2025-06-02,L267269,A 類,已結案,OP-110,待確認,營運,力鋼,96,86.29
2025-07-18,L268219,C 類,合格,OP-143,已回報,研發,順發,108,83.26
2025-06-29,L262847,A 類,已結案,OP-137,,營運,順發,28,64.43
2025-06-29,L266681,A 類,不合格,OP-140,,製造,順發,29,25.18
2025-07-21,L268910,A 類,不合格,OP-118,,製造,永利,161,54.6
2025-07-11,L262815,B 類,不合格,OP-147,,製造,大宏,149,39.68
2025-07-11,L263598,其他,合格,OP-147,,營運,永利,71,51.58
2025-07-01,L263024,B 類,待處理,OP-147,,資材,大宏,229,69.99
2025-07-02,L266943,C 類,不合格,OP-102,待確認,資材,大宏,231,63.12
2025-07-05,L260352,C 類,合格,OP-138,已回報,製造,捷欣,217,28.11
2025-06-15,L264292,B 類,合格,OP-138,,研發,順發,150,85.87
2025-07-19,L265586,其他,合格,OP-142,已回報,資材,永利,82,84.31
2025-06-17,L263523,其他,已結案,OP-147,,資材,大宏,109,12.03
2025-07-19,L263934,B 類,已結案,OP-140,待確認,製造,大宏,217,5.98
2025-07-15,L261070,其他,不合格,OP-120,已回報,品保,順發,126,36.58
2025-07-22,L262750,C 類,待處理,OP-107,,營運,捷欣,42,73.0
2025-06-09,L269163,B 類,合格,OP-131,,品保,順發,118,71.48
2025-06-20,L264548,其他,合格,OP-129,,品保,東昇,1,62.61
2025-07-23,L267311,C 類,合格,OP-146,,製造,東昇,185,27.48
2025-07-09,L261335,B 類,已結案,OP-146,,研發,永利,167,38.89
2025-07-27,L268779,B 類,合格,OP-126,,營運,大宏,73,21.7
2025-06-19,L268393,B 類,合格,OP-142,,品保,東昇,53,27.05
2025-06-16,L263741,B 類,已結案,OP-115,已回報,研發,大宏,216,17.4
2025-07-05,L269847,C 類,合格,OP-143,,資材,順發,21,54.95
2025-06-01,L267376,B 類,不合格,OP-130,已回報,營運,捷欣,49,9.22
2025-06-08,L263575,C 類,已結案,OP-101,,研發,力鋼,145,46.3
2025-06-28,L263870,B 類,不合格,OP-141,,研發,捷欣,22,71.55
2025-06-07,L262511,A 類,已結案,OP-103,已回報,製造,捷欣,114,62.31
2025-06-22,L262960,其他,不合格,OP-127,已回報,品保,力鋼,68,73.13
2025-07-30,L262844,A 類,已結案,OP-134,,品保,永利,221,5.11
2025-07-20,L268258,C 類,不合格,OP-101,,品保,永利,149,41.21
2025-06-11,L263240,其他,待處理,OP-127,,品保,東昇,12,20.57
2025-06-09,L267588,C 類,合格,OP-115,待確認,品保,大宏,237,34.32
2025-07-07,L266755,B 類,待處理,OP-141,已回報,營運,捷欣,65,9.82
2025-07-13,L264767,A 類,不合格,OP-118,待確認,製造,力鋼,159,73.63
2025-07-12,L262997,其他,合格,OP-120,,營運,順發,188,51.98
2025-06-16,L260220,A 類,已結案,OP-106,,研發,順發,122,17.21
2025-06-25,L266224,C 類,不合格,OP-109,,製造,力鋼,224,34.73
2025-06-12,L266266,其他,已結案,OP-132,待確認,製造,永利,83,86.4
2025-07-26,L264165,C 類,合格,OP-131,,品保,力鋼,207,45.72
2025-06-14,L262924,B 類,已結案,OP-113,待確認,營運,東昇,215,32.62
2025-07-26,L266565,其他,已結案,OP-104,待確認,研發,大宏,158,39.38
2025-07-20,L260485,A 類,不合格,OP-117,待確認,品保,大宏,97,91.2
2025-06-17,L268742,C 類,不合格,OP-119,,品保,捷欣,235,48.94
2025-07-16,L260942,B 類,合格,OP-115,,製造,力鋼,207,67.69
2025-07-01,L267912,A 類,已結案,OP-119,待確認,營運,捷欣,188,95.01
2025-06-01,L269057,其他,不合格,OP-126,,營運,順發,239,72.95
2025-07-10,L264852,A 類,合格,OP-134,待確認,品保,力鋼,183,1.87
2025-07-04,L268045,C 類,合格,OP-120,待確認,資材,順發,57,72.01
2025-07-16,L267381,B 類,合格,OP-143,已回報,研發,順發,3,46.03
2025-07-15,L265250,C 類,合格,OP-106,,品保,永利,60,66.43
2025-06-08,L262869,A 類,合格,OP-142,,品保,大宏,52,57.21
2025-06-18,L260368,B 類,已結案,OP-142,待確認,資材,順發,12,49.71
2025-06-05,L268992,C 類,已結案,OP-114,,製造,順發,238,12.41
2025-06-22,L266948,其他,合格,OP-115,待確認,品保,捷欣,127,44.18
2025-06-23,L263158,C 類,待處理,OP-133,已回報,品保,東昇,90,54.7
2025-06-30,L265248,B 類,不合格,OP-133,,品保,力鋼,190,56.84
2025-07-24,L268842,C 類,不合格,OP-123,,研發,大宏,145,34.3
2025-06-01,L263548,B 類,待處理,OP-114,,資材,大宏,145,45.87
2025-06-08,L260445,C 類,合格,OP-120,已回報,研發,力鋼,45,93.75
2025-07-05,L268564,其他,不合格,OP-138,,製造,力鋼,187,42.95
2025-07-27,L265719,其他,待處理,OP-123,,營運,力鋼,179,72.52
2025-07-11,L263491,C 類,已結案,OP-119,,製造,捷欣,193,1.39
2025-06-10,L267621,C 類,合格,OP-110,,品保,捷欣,203,33.44
2025-07-02,L268159,C 類,已結案,OP-123,,品保,大宏,57,19.18
2025-07-17,L267620,A 類,不合格,OP-123,待確認,研發,力鋼,99,64.73
2025-07-23,L268049,C 類,合格,OP-104,已回報,資材,大宏,107,81.29
2025-06-06,L267378,A 類,待處理,OP-111,,研發,力鋼,139,35.5
2025-07-19,L264133,A 類,不合格,OP-106,,品保,東昇,235,3.27
2025-06-16,L261897,B 類,不合格,OP-148,,資材,大宏,210,74.85
2025-07-22,L263186,C 類,合格,OP-135,待確認,資材,永利,96,88.5
2025-06-08,L262588,A 類,已結案,OP-115,已回報,品保,捷欣,240,89.03
2025-07-09,L262512,其他,待處理,OP-115,,營運,順發,121,67.53
2025-07-02,L261921,C 類,不合格,OP-116,,資材,力鋼,78,36.99
2025-07-01,L265461,A 類,不合格,OP-139,,品保,東昇,37,89.45
2025-07-12,L269791,A 類,已結案,OP-103,,營運,東昇,12,11.45
2025-06-29,L267220,其他,不合格,OP-107,待確認,品保,東昇,3,4.2
2025-06-15,L263820,A 類,待處理,OP-121,,研發,永利,11,77.83
2025-06-09,L267442,B 類,合格,OP-134,,品保,大宏,140,22.46
2025-07-15,L266962,B 類,已結案,OP-138,待確認,營運,捷欣,230,46.93
2025-06-04,L267289,C 類,合格,OP-106,,營運,力鋼,115,70.34
2025-06-26,L265237,其他,不合格,OP-140,,資材,大宏,164,72.15
2025-06-25,L261943,A 類,已結案,OP-103,待確認,製造,順發,112,88.03
2025-07-08,L264532,C 類,待處理,OP-102,待確認,品保,東昇,193,51.33
2025-07-12,L265919,C 類,已結案,OP-139,,品保,力鋼,196,61.81
2025-07-29,L263477,其他,合格,OP-110,已回報,品保,永利,163,92.65
2025-07-14,L266353,A 類,已結案,OP-110,,研發,東昇,40,94.68
2025-07-12,L264356,其他,合格,OP-137,,製造,東昇,231,65.25
2025-07-16,L267980,C 類,不合格,OP-142,待確認,資材,順發,172,49.32
2025-07-01,L260243,A 類,不合格,OP-141,已回報,品保,捷欣,176,52.8
2025-07-13,L263644,其他,合格,OP-120,,研發,順發,96,64.61
2025-06-20,L265870,B 類,待處理,OP-125,,資材,永利,16,19.66
2025-07-15,L264588,B 類,待處理,OP-141,,製造,大宏,161,84.57
2025-06-03,L261028,C 類,已結案,OP-108,待確認,資材,永利,150,19.32
2025-07-12,L266280,其他,已結案,OP-140,已回報,品保,順發,160,61.64
2025-06-14,L266967,A 類,合格,OP-148,已回報,資材,順發,38,12.67
2025-07-15,L265760,A 類,已結案,OP-106,,研發,力鋼,163,61.14
2025-06-01,L262910,其他,不合格,OP-124,,營運,力鋼,65,39.79
2025-06-25,L267489,C 類,不合格,OP-102,,資材,順發,19,0.57
2025-07-03,L264064,C 類,合格,OP-118,已回報,品保,捷欣,133,28.8
2025-06-29,L263392,其他,合格,OP-134,,營運,東昇,32,61.92
2025-07-23,L264231,A 類,不合格,OP-147,已回報,品保,捷欣,205,36.66
2025-07-23,L265369,B 類,待處理,OP-117,,資材,捷欣,29,69.76
2025-06-10,L268718,其他,合格,OP-133,待確認,研發,東昇,175,28.95
2025-07-30,L264999,A 類,不合格,OP-124,,品保,東昇,239,36.36
2025-07-24,L260020,其他,已結案,OP-107,已回報,製造,東昇,73,73.54
2025-06-07,L261419,A 類,合格,OP-142,待確認,研發,順發,26,5.08
2025-07-21,L265099,C 類,合格,OP-111,,品保,東昇,208,25.28
2025-07-25,L269141,其他,合格,OP-148,已回報,研發,東昇,33,90.0
2025-06-15,L261198,C 類,已結案,OP-104,,研發,東昇,49,1.15
2025-07-08,L261916,其他,合格,OP-118,待確認,營運,力鋼,9,11.0
2025-07-12,L262785,其他,不合格,OP-143,已回報,製造,永利,12,89.47
2025-07-04,L268171,A 類,已結案,OP-119,,品保,永利,211,86.1
2025-07-29,L269390,A 類,已結案,OP-114,已回報,資材,東昇,230,58.6
